OTU.ID	N1.Rhizo	N10.Rhizo	N11.Rhizo	N12.Rhizo	N13.Rhizo	N14.Rhizo	N15.Rhizo	N16.Rhizo	N17.Rhizo	N18.Rhizo	N19.Rhizo	N2.Rhizo	N20.Rhizo	N21.Rhizo	N22.Rhizo	N23.Rhizo	N24.Rhizo	N25.Rhizo	N26.Rhizo	N27.Rhizo	N28.Rhizo	N29.Rhizo	N3.Rhizo	N30.Rhizo	N31.Rhizo	N32.Rhizo	N33.Rhizo	N34.Rhizo	N35.Rhizo	N36.Rhizo	N37.Rhizo	N38.Rhizo	N39.Rhizo	N4.Rhizo	N40.Rhizo	N41.Rhizo	N42.Rhizo	N43.Rhizo	N44.Rhizo	N45.Rhizo	N46.Rhizo	N47.Rhizo	N48.Rhizo	N49.Rhizo	N5.Rhizo	N50.Rhizo	N51.Rhizo	N52.Rhizo	N53.Rhizo	N54.Rhizo	N55.Rhizo	N56.Rhizo	N57.Rhizo	N58.Rhizo	N59.Rhizo	N6.Rhizo	N60.Rhizo	N61.Rhizo	N62.Rhizo	N63.Rhizo	N64.Rhizo	N65.Rhizo	N66.Rhizo	N67.Rhizo	N68.Rhizo	N7.Rhizo	N8.Rhizo	N9.Rhizo
ASV15313	0	0	0	0	0	3	0	0	1	0	1	2	0	0	1	0	0	0	0	0	1	2	0	1	0	3	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0
ASV15314	0	0	1	1	1	0	3	0	0	0	2	0	0	0	0	1	0	0	1	0	1	3	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	2	0	3	0	0	0	1	0	0	5	0	0	1	1	0	1	2	1	0	2	0	0	0	0	0	0	0	0
ASV15315	0	1	0	1	0	3	1	0	0	0	3	0	0	0	0	3	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	3	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0
ASV15316	2	0	1	0	0	1	2	0	2	0	0	0	2	2	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	3	1	1
ASV15317	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	2	1	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	3	1	0	1	1	0	0	1	0	0	0	0	1
ASV15318	0	0	1	0	0	0	0	3	0	2	1	0	0	0	0	3	1	1	2	3	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0
ASV15319	0	0	0	0	0	2	1	0	0	0	1	5	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	1	0
ASV15320	0	1	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
ASV15321	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	1	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0
ASV15322	0	0	0	0	0	3	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	4	0	0	1	0	1	1	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ASV15323	1	0	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	3	0	3	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	1	0	0	4	0	2	2	1	0
ASV15324	1	0	0	2	0	4	1	0	0	0	0	1	5	2	0	0	0	2	1	5	2	0	0	2	4	0	0	0	2	2	0	0	0	1	0	0	0	0	3	1	0	2	1	2	0	0	0	0	1	0	0	1	1	2	2	0	1	1	0	2	0	0	0	1	2	0	0	0
ASV15325	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	3	1	0	1	2	1	0	0	0	0	0	1	1	0	4	0	1	1	0	0	0	1	0	0	1	1	1	0	2	3	0	2	1
ASV15326	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	1	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	4	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4
ASV15327	0	3	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ASV15328	2	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	2	4	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
ASV15329	0	0	5	3	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	4	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	3
ASV1533	9	2	11	6	10	8	9	7	14	16	16	29	6	7	24	18	4	8	21	17	11	8	15	6	10	8	10	12	3	3	13	15	11	6	5	13	17	10	9	5	11	10	40	8	13	7	13	37	4	19	0	13	7	8	5	6	3	18	8	14	11	14	5	4	14	8	10	8
ASV15330	1	0	0	0	2	2	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	8	0	1	0	0	0	0	2	0	1	0	2	2	0	0	0	2	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1
ASV15331	3	1	0	0	0	0	0	2	0	0	2	0	1	1	0	0	0	4	3	1	0	0	0	1	4	1	7	1	5	2	1	1	3	1	0	1	3	0	1	0	0	0	5	2	2	3	2	10	1	1	0	1	1	2	0	0	1	0	0	0	1	2	0	0	0	0	1	0
ASV15332	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	2	4	0	0	0	0	1	0	0	0	1	0	4	0	2	2	1	0	0	1	0
ASV15333	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	4	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
ASV15334	0	0	2	0	1	2	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	3	2	0	0	0	1	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV15335	0	4	0	1	1	2	0	0	0	0	0	1	2	1	0	0	0	0	0	1	5	0	2	1	0	3	1	3	1	1	0	0	0	0	1	1	0	1	0	0	0	4	2	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0
ASV15336	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0
ASV15337	0	1	0	0	2	0	0	0	0	0	1	1	0	0	1	2	0	2	3	0	0	0	0	0	0	2	2	0	2	0	0	1	0	0	0	0	2	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	2	0	0	0	0	1	0	0	1
ASV15338	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	1	2	0	1	0	0	1	0	0	1	0	0	0	0	4	0	0	2	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	3
ASV15339	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	1	0	0	3	0	1	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2	1	1	0	0	0	1	1	0	0	1	0	1	3
ASV1534	10	27	10	7	5	26	6	5	9	0	6	13	11	16	12	1	11	4	7	4	15	3	2	5	3	20	9	7	9	10	5	7	1	6	7	5	4	3	6	8	0	2	0	5	4	6	1	5	7	0	0	3	2	13	7	14	6	0	2	1	3	2	10	12	1	8	8	3
ASV15340	2	0	0	1	0	1	2	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	4	1	0	0	1	3	0	0	1	0	0	1	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	1	0
ASV15341	0	3	0	0	1	0	1	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	2	0	0
ASV15342	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	2	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	1
ASV15343	1	0	0	7	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	2	1	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0
ASV15344	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	2	0	1	0	1	0	0	1	0	0	0	1	2
ASV15345	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	1	0	1	1	0	1	0	0	2	1	0	0	0	0
ASV15346	3	0	1	0	0	1	0	0	1	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV15347	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV15348	3	0	0	4	2	1	0	1	0	0	1	0	0	1	0	0	0	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	4	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	2	0	2	0	0	4	1	0	0	0	1
ASV15349	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	1	3	1	0	0	0	0	1	0	0	0	4	1	0	0	0	2	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0
ASV1535	5	1	4	7	9	5	11	15	9	27	4	6	0	3	16	13	2	20	36	5	4	6	4	5	12	1	3	3	1	11	6	5	2	5	1	5	4	8	9	9	20	3	4	12	7	11	7	11	2	1	0	5	5	4	2	0	1	2	8	3	10	6	4	0	1	1	6	8
ASV15350	0	2	0	0	2	0	2	1	1	0	3	0	0	0	0	0	1	3	3	1	0	0	1	0	3	0	0	1	0	1	2	1	1	0	2	0	1	0	3	2	0	2	0	1	1	0	0	0	0	0	0	0	3	1	0	1	0	1	1	2	0	2	0	0	1	0	0	0
ASV15351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	11	1	0	1	2	3	4	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
ASV15352	0	3	1	0	0	1	1	0	0	0	0	1	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	2	0	0	0	0	1	3	0	2	2	0	0	0	0	0	2	0	0	0	0
ASV15353	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	1	2	0	1	1	1	2	0	0	0	0	0	1	3	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	3	0	0	2	0	0	1	1	0	0	0	0	0	0
ASV15355	0	0	0	2	0	0	2	0	0	0	0	0	0	2	1	0	0	2	0	3	5	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	1	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3
ASV15356	1	1	1	2	0	1	1	1	0	2	0	0	2	1	0	1	3	0	1	2	0	3	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV15357	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	1	2	0	0	1	0	0	0
ASV15358	1	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	41	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV15359	0	1	0	0	0	2	0	0	3	0	0	0	0	1	1	0	0	0	0	3	1	0	0	0	0	1	0	0	1	1	0	0	0	2	2	1	2	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	2	0	0
ASV1536	5	11	2	5	8	9	7	2	7	9	5	6	4	4	14	5	9	12	7	5	11	4	6	6	2	13	2	10	3	5	10	4	6	1	7	10	18	7	13	11	2	8	9	5	3	6	10	11	11	21	0	4	6	10	10	5	4	5	7	3	12	11	6	5	7	11	4	2
ASV15360	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	2	1	3	0	2	1	0	0	3	3	0	1	0	1	0	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0
ASV15361	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	2	0	3	0	1	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	2
ASV15362	1	3	1	0	3	2	0	1	0	0	1	2	3	1	0	1	1	1	1	1	4	1	1	2	0	0	1	2	1	1	4	0	2	0	0	1	0	1	1	1	5	1	0	4	2	4	2	1	2	0	0	0	1	1	2	0	0	1	1	0	0	0	2	1	0	0	1	0
ASV15363	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	0	4	0	0	1	2	0	0	9	0	2
ASV15364	0	2	1	0	1	2	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	2	0	0	1	0	0	0	1	0	2	0	1	0	0	1	0	0	1	1	0
ASV15365	1	3	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	3	0	0	2	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	2	0	4	0	1
ASV15366	0	1	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	1	2	1	2	0	0	0	0	3	0	0	0	0	0	1	1	0	0	1	0	2	3	0	3	0	0	0	0	3	1	0	3	0	1	0	0	0	1	0	2	0	0	0
ASV15367	0	1	4	0	0	0	1	3	0	0	0	1	0	0	1	2	0	1	4	2	0	0	2	1	2	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	5	2	2	4	0	0	2	0	1	0	0	2	0	1	1	0	0	1	0	1	1	2	0	0	1	0	3	0
ASV15368	0	2	1	1	0	1	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	2	2	0	0	0	2	0	0	0	0	1	0	1	0	0	1	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV15369	1	0	1	4	0	1	3	0	2	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0
ASV1537	29	5	11	6	6	8	15	4	8	2	9	18	1	25	1	1	6	7	6	5	8	7	0	9	2	2	0	5	10	10	3	6	1	1	2	3	2	8	3	3	2	5	0	11	1	13	2	3	22	27	0	12	3	12	33	3	8	4	12	13	0	6	16	0	5	4	6	6
ASV15370	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	9	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0
ASV15371	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	0	1	4	2	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0
ASV15372	0	0	0	0	0	0	2	1	0	3	0	0	0	0	4	0	0	0	0	7	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	2	0	1	0	1	0	2	1	0	1	0	2	0	0	0	0	0	3	0	0	0	1	1	0	0	0	2	0	1	0	1	0	0
ASV15373	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	1	1	0	0	0
ASV15374	1	1	0	0	0	1	0	0	0	0	0	2	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	2	0	1	1	0	0	0	2	3	0	0	0	0
ASV15375	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	2	2
ASV15376	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	2	2	0	0	1	3	2	0	1	0	1	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	2	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0
ASV15377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV15378	0	1	0	1	0	0	1	0	0	0	1	1	5	1	2	2	1	0	2	1	0	0	1	0	2	0	1	0	0	0	3	0	0	0	0	2	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	2	0	1	0	0	2	0	0	1	1	0	2	2	0
ASV15379	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	1	1	0	0	1	1
ASV1538	9	4	15	12	10	9	13	9	3	2	6	5	18	10	7	6	5	6	8	2	1	10	6	9	10	8	12	7	11	11	8	6	8	5	11	8	6	5	8	7	9	10	6	7	5	6	2	6	17	8	0	9	10	7	8	8	5	3	11	5	9	4	7	4	7	8	7	7
ASV15380	2	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1
ASV15381	0	3	2	2	0	0	0	0	0	0	2	1	1	2	3	1	1	1	0	0	1	1	2	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	1
ASV15382	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1
ASV15383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV15384	1	1	3	1	2	0	1	1	0	2	1	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	2	3	2	1	3	0	0	0	0	0	1	2	1	0	1	2	0	0	1	2	0	1	1	0	0	1	2	3	0	0	1	0	2	0	1	0	2	0	1	0	2	2
ASV15385	0	3	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	1	1	1	0	0	2	0	1	1
ASV15386	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	2	8	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ASV15387	1	3	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV15388	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV15389	0	0	0	3	0	0	2	0	0	2	0	1	0	0	1	1	0	0	0	7	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	2	0	0	0	0	0	0	0	0	1	1	2	1	1
ASV1539	7	2	15	11	4	11	5	36	13	4	6	0	1	2	3	10	2	10	5	20	4	6	7	3	23	2	26	4	12	17	0	11	2	5	5	7	9	5	9	6	9	6	5	7	3	0	1	9	0	6	0	0	19	12	3	9	0	0	2	0	4	13	5	0	12	3	0	9
ASV15390	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0
ASV15391	0	2	1	0	1	0	5	0	0	0	1	1	1	3	0	1	0	0	0	0	1	0	0	2	0	0	0	0	4	3	0	0	1	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	2	1	0	2	0	0	0	1	0	0	0	2	0	2	0	0	0	0	1	0
ASV15392	2	0	1	4	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	3	0	0	0	0	0	0	16	3	0	0	1	0	0
ASV15393	1	1	2	4	0	2	0	2	0	3	0	0	4	1	0	0	0	2	1	1	1	3	0	1	2	0	2	1	2	1	1	0	1	0	0	2	0	1	1	0	0	0	0	0	2	3	1	0	0	1	0	1	1	2	1	3	1	2	4	0	0	2	2	1	1	0	2	1
ASV15394	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	4	0	1	4	0	0	0	0	0	0	3	0	0	2
ASV15395	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	1	0
ASV15396	0	0	0	1	0	0	1	2	0	2	0	2	4	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	3	0	1	0	5	6	0	0	0	0	2	1	0	0	0	3	1	0	0	0	0	1	0	0	0	0
ASV15397	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	3	6	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	0	1	0	0	0	1	1	2	0	0	0	0	1	0	1
ASV15398	1	0	2	0	0	0	1	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	5	0	1	0	5	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2
ASV15399	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2	0	0	1	0	0	0	1
ASV154	40	52	58	21	59	81	30	23	42	23	91	38	26	51	142	18	23	83	63	24	61	16	25	66	26	116	68	72	48	16	53	25	89	65	64	46	200	18	66	48	25	41	78	47	50	32	29	202	38	112	2	41	35	59	52	35	27	82	32	43	33	31	78	45	28	34	52	8
