OTU.ID	N1.Rhizo	N10.Rhizo	N11.Rhizo	N12.Rhizo	N13.Rhizo	N14.Rhizo	N15.Rhizo	N16.Rhizo	N17.Rhizo	N18.Rhizo	N19.Rhizo	N2.Rhizo	N20.Rhizo	N21.Rhizo	N22.Rhizo	N23.Rhizo	N24.Rhizo	N25.Rhizo	N26.Rhizo	N27.Rhizo	N28.Rhizo	N29.Rhizo	N3.Rhizo	N30.Rhizo	N31.Rhizo	N32.Rhizo	N33.Rhizo	N34.Rhizo	N35.Rhizo	N36.Rhizo	N37.Rhizo	N38.Rhizo	N39.Rhizo	N4.Rhizo	N40.Rhizo	N41.Rhizo	N42.Rhizo	N43.Rhizo	N44.Rhizo	N45.Rhizo	N46.Rhizo	N47.Rhizo	N48.Rhizo	N49.Rhizo	N5.Rhizo	N50.Rhizo	N51.Rhizo	N52.Rhizo	N53.Rhizo	N54.Rhizo	N55.Rhizo	N56.Rhizo	N57.Rhizo	N58.Rhizo	N59.Rhizo	N6.Rhizo	N60.Rhizo	N61.Rhizo	N62.Rhizo	N63.Rhizo	N64.Rhizo	N65.Rhizo	N66.Rhizo	N67.Rhizo	N68.Rhizo	N7.Rhizo	N8.Rhizo	N9.Rhizo
ASV3506	4	0	9	7	3	3	5	6	3	2	3	2	6	4	2	4	3	5	1	1	5	5	1	3	7	1	0	2	3	7	2	1	2	3	1	5	7	5	6	1	3	9	9	8	3	3	1	13	5	3	0	3	5	6	3	3	3	2	1	0	2	4	3	2	4	1	3	7
ASV3507	1	3	0	2	0	9	3	2	1	1	3	4	8	7	2	1	3	3	2	2	4	6	4	3	1	6	8	2	5	5	1	6	0	0	4	0	0	1	3	2	0	1	2	5	1	4	0	0	3	0	0	5	0	1	4	7	5	1	1	4	1	0	1	0	5	5	2	2
ASV3508	0	2	3	3	2	6	3	1	3	3	3	2	8	3	4	1	1	4	10	6	1	1	2	0	2	5	4	1	5	3	0	2	7	2	1	0	1	1	9	5	1	3	5	4	0	5	4	8	3	7	0	1	3	2	2	2	3	0	3	3	1	3	2	7	4	1	3	1
ASV3509	1	0	0	4	0	0	1	4	0	7	1	0	0	0	7	1	2	17	4	3	12	15	2	3	7	3	3	0	0	0	9	3	2	0	1	5	0	4	0	2	2	2	7	0	3	0	3	4	0	7	0	2	4	1	0	11	0	2	3	2	0	6	1	0	0	0	0	1
ASV351	14	4	5	9	1	10	48	32	6	64	6	11	3	3	37	10	22	36	62	36	35	33	59	12	27	25	27	4	1	16	30	50	114	4	0	101	15	41	4	24	14	50	153	10	29	7	25	94	5	111	0	14	63	5	4	24	8	51	43	60	14	69	15	4	15	71	5	10
ASV3510	2	2	1	2	0	1	1	4	0	5	0	3	0	0	0	2	0	3	8	2	1	0	4	3	0	1	1	0	0	0	3	2	0	0	0	4	0	3	0	2	16	1	8	2	2	3	8	9	3	1	0	3	2	1	0	0	2	5	7	7	2	6	2	2	9	3	1	9
ASV3511	5	3	1	7	5	5	5	3	2	1	1	6	3	4	11	2	3	5	12	3	11	5	6	2	3	8	6	6	6	3	2	2	2	2	2	4	2	6	9	5	5	4	4	4	3	7	3	5	8	2	0	2	1	2	5	4	5	1	3	5	0	4	8	1	2	2	3	1
ASV3512	1	6	1	1	3	2	8	6	0	6	0	0	0	1	2	4	2	6	6	5	7	5	2	1	5	2	1	1	0	7	8	4	1	2	1	4	1	2	5	2	10	2	6	3	1	0	1	4	0	1	0	2	7	2	3	5	1	3	5	2	4	2	1	1	5	0	1	6
ASV3513	5	9	3	13	4	4	20	0	5	0	7	5	0	4	7	3	4	2	1	7	19	6	3	12	2	5	2	3	3	3	1	0	3	0	0	0	5	0	7	7	0	6	9	3	2	5	0	21	24	15	0	3	0	5	2	0	7	6	3	3	0	4	1	5	2	1	11	1
ASV3514	2	6	0	7	0	2	2	2	0	1	2	1	1	3	2	3	0	3	3	10	1	2	2	6	0	9	3	2	4	1	2	6	1	4	0	0	0	2	8	11	0	3	0	0	2	1	3	0	3	1	0	9	6	2	0	1	4	3	2	9	1	2	2	3	9	3	4	0
ASV3515	2	0	2	6	6	3	3	3	3	1	1	11	4	2	2	2	3	4	3	6	2	3	1	4	2	0	0	1	5	3	1	2	0	4	2	1	3	2	2	1	2	4	0	0	0	5	0	2	5	2	0	7	7	3	4	1	4	1	4	3	0	1	3	4	4	2	3	8
ASV3516	2	1	1	6	3	4	3	6	1	3	2	4	5	3	4	7	1	1	2	2	5	6	2	5	1	5	0	5	3	1	1	1	4	3	4	2	2	1	8	5	2	5	2	1	1	5	2	6	8	5	0	3	6	5	5	7	4	1	1	1	0	2	2	1	2	1	4	2
ASV3517	3	1	8	0	4	1	1	6	6	2	2	0	0	4	4	5	0	2	2	3	0	1	1	1	2	2	6	3	0	6	12	6	7	3	0	3	4	4	0	3	7	1	4	6	1	2	1	4	5	0	0	0	6	2	2	0	2	6	2	5	0	4	6	1	2	1	0	4
ASV3518	0	1	2	4	3	0	0	0	6	4	1	5	1	1	7	1	0	3	0	2	1	1	1	0	2	1	12	2	1	0	17	4	0	2	0	6	0	8	1	0	2	3	1	3	10	1	0	8	0	2	0	0	3	1	2	0	0	18	5	1	3	9	3	0	0	0	2	0
ASV3519	0	1	3	0	11	2	0	0	2	0	4	15	10	4	2	1	0	1	4	0	0	0	0	1	0	0	0	2	12	0	0	0	0	3	8	0	8	0	5	0	0	0	0	3	1	4	3	0	23	2	0	2	0	10	2	0	21	0	2	1	1	0	4	14	1	0	7	0
ASV352	10	8	5	9	10	9	19	28	4	52	4	7	5	14	20	33	5	45	49	46	24	12	40	70	2	66	50	5	5	10	33	46	34	23	7	50	46	19	18	62	103	16	85	5	18	10	118	127	16	36	0	27	53	5	14	9	6	76	33	76	21	73	4	11	53	39	6	14
ASV3520	0	0	0	0	0	0	7	10	0	38	0	1	0	0	0	0	8	0	3	7	8	1	1	1	0	0	0	0	0	4	3	13	3	0	0	4	0	3	0	8	3	5	2	0	0	0	2	0	0	7	0	2	20	1	0	0	0	1	0	6	0	4	0	0	1	7	0	2
ASV3521	3	0	2	3	3	3	4	0	8	0	0	6	7	3	4	0	2	1	2	4	5	2	0	1	2	2	2	2	3	7	1	2	0	5	5	4	1	0	7	3	1	1	0	3	1	6	0	4	6	3	0	2	5	3	3	3	0	4	1	2	2	0	1	1	1	3	1	3
ASV3522	1	8	2	0	8	6	0	2	3	4	1	11	8	2	8	1	1	2	4	0	4	4	1	0	1	3	3	1	4	0	1	4	2	3	3	1	3	0	1	0	0	0	2	0	6	5	1	0	4	2	0	1	1	4	1	4	3	6	2	1	4	3	0	4	0	5	7	0
ASV3523	2	3	0	2	1	10	11	1	1	0	1	2	8	8	1	0	4	0	0	3	3	0	1	4	1	6	3	2	6	3	0	4	0	4	4	0	0	1	9	2	0	8	1	6	1	1	0	0	3	1	0	7	1	5	6	4	3	1	1	1	0	1	3	0	0	2	3	1
ASV3524	6	1	5	2	1	6	5	4	0	0	4	3	4	0	0	5	3	1	4	2	5	0	2	5	7	3	3	2	7	4	2	4	1	2	0	2	0	3	4	0	9	5	0	5	3	5	1	2	8	2	0	2	4	5	4	1	4	2	0	4	0	3	2	3	4	2	6	10
ASV3525	2	1	8	0	7	0	5	1	2	0	1	3	1	6	1	3	1	1	4	4	1	1	0	0	3	2	4	7	5	1	8	3	5	1	7	6	2	1	3	2	1	3	2	5	2	2	1	3	3	8	1	1	0	5	6	3	1	2	3	4	2	0	2	0	1	0	2	2
ASV3526	6	0	2	4	3	2	2	5	9	0	3	0	2	2	4	0	1	7	4	7	3	1	0	3	3	2	1	4	3	3	2	6	0	3	9	2	2	3	6	5	0	4	1	5	2	4	0	0	3	7	0	7	2	1	10	2	1	3	2	1	3	6	2	2	1	2	1	10
ASV3527	2	5	1	2	4	9	9	0	2	0	2	6	2	5	0	1	0	1	0	4	1	1	1	7	0	4	2	3	4	3	2	0	2	2	4	0	9	1	5	5	3	10	2	3	0	12	5	5	19	21	0	10	2	2	3	2	4	1	0	3	2	3	2	9	3	6	6	1
ASV3528	3	2	2	2	8	3	1	13	1	7	4	2	1	0	2	3	1	2	6	4	6	6	4	2	2	1	2	1	1	4	2	1	3	1	4	1	1	7	6	4	7	2	3	4	4	3	3	2	2	1	0	1	3	3	3	4	3	1	3	3	0	8	0	0	4	0	3	3
ASV3529	7	1	4	6	10	5	1	1	3	0	1	4	15	8	2	2	2	5	1	0	1	0	3	6	2	1	1	2	5	4	0	1	2	4	4	0	2	0	2	2	1	2	2	5	0	9	1	1	14	8	0	5	1	9	5	3	3	2	4	4	1	1	3	4	13	1	3	8
ASV353	3	32	24	29	26	36	37	5	33	5	22	33	42	20	50	16	14	16	20	13	27	16	19	34	22	40	39	29	31	27	18	28	56	41	20	36	73	20	46	53	15	18	69	33	10	28	20	85	52	133	0	19	18	49	49	30	21	17	19	21	25	38	51	33	16	21	30	4
ASV3530	2	6	3	4	4	2	3	4	10	5	3	3	2	0	1	3	4	2	2	2	1	5	6	1	4	3	3	0	5	7	1	2	7	2	2	3	2	3	2	3	2	0	0	3	3	3	2	4	3	1	0	0	4	3	0	0	1	2	4	1	1	1	1	1	2	9	2	4
ASV3531	0	12	0	2	6	5	6	0	1	0	3	1	3	5	13	1	5	0	2	1	19	0	1	1	2	2	4	5	7	6	1	7	3	4	0	1	1	2	3	6	0	8	0	2	0	1	1	2	3	3	0	3	1	2	4	6	1	0	0	0	0	1	10	10	1	3	1	0
ASV3532	1	9	3	1	0	1	0	2	1	1	4	3	2	7	2	7	2	9	5	4	0	1	0	10	0	8	2	4	4	0	2	2	0	4	0	0	0	1	3	3	3	0	1	2	0	6	6	1	4	0	0	2	0	4	1	0	9	3	3	5	0	2	9	1	4	0	7	2
ASV3533	2	3	2	1	5	1	5	1	4	4	0	0	1	1	6	9	0	5	4	5	5	0	0	1	3	1	7	3	1	1	2	5	4	0	0	3	7	2	5	2	2	8	1	6	5	5	3	6	0	3	0	1	4	1	3	2	0	1	3	10	0	6	4	2	2	6	0	1
ASV3534	2	5	0	1	0	2	0	2	1	0	4	3	12	11	2	5	0	0	0	0	1	0	0	2	1	0	0	4	4	1	2	0	1	2	0	0	3	1	6	6	4	1	0	4	0	8	1	3	23	1	0	4	1	2	8	1	24	1	0	0	1	0	5	6	0	0	7	0
ASV3535	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	4	0	4	0	6	0	0	2	6	0	1	1	0	0	1	2	1	0	0	0	11	0	3	0	10	25	2	14	0	0	0	16	19	0	1	0	0	0	0	1	0	0	7	1	1	0	12	0	0	7	0	0	8
ASV3536	12	2	2	4	6	9	0	0	4	2	5	0	14	5	0	1	4	3	4	2	1	5	0	3	1	0	0	4	4	2	0	2	3	6	1	2	4	1	2	0	2	2	0	7	2	3	0	3	13	19	0	14	5	6	0	2	2	3	1	1	2	0	0	3	3	3	1	1
ASV3537	12	9	3	5	5	4	7	0	0	2	1	0	2	5	2	2	2	4	1	3	6	1	1	4	3	4	2	1	1	9	1	2	0	1	7	0	0	0	4	2	0	6	1	2	1	1	1	0	2	2	0	4	1	1	3	3	0	2	3	2	0	0	2	1	3	0	1	8
ASV3538	10	5	10	4	11	5	23	7	22	6	4	5	3	9	8	3	3	10	6	8	5	16	4	7	12	6	7	5	9	12	21	6	10	5	1	5	5	7	10	12	6	7	5	10	8	6	1	16	11	10	0	14	9	7	21	7	4	10	3	5	17	9	9	3	2	4	2	12
ASV3539	0	0	6	2	7	2	4	3	2	11	3	2	0	1	3	0	4	5	1	0	1	0	0	1	6	0	4	1	1	8	10	3	1	2	1	8	0	3	5	6	4	2	0	0	5	1	0	4	1	0	0	0	2	4	2	1	3	0	3	2	8	4	1	0	4	0	0	1
ASV354	31	16	44	42	47	35	29	38	41	53	35	26	44	21	28	32	15	47	42	8	31	38	14	25	19	17	18	21	8	28	52	20	52	22	25	34	13	29	42	14	22	18	14	37	16	67	19	49	69	33	0	32	20	29	46	18	40	37	28	35	20	21	32	30	27	14	45	18
ASV3540	5	0	0	6	2	6	6	0	9	0	0	5	11	8	2	2	0	4	1	2	6	2	3	5	0	4	2	5	6	8	1	2	0	1	0	1	0	1	8	7	0	4	2	4	0	6	1	0	8	1	0	7	3	3	4	5	8	0	0	4	3	0	1	2	2	1	4	2
ASV3541	3	8	1	1	8	4	4	3	1	2	2	5	2	6	4	5	2	1	9	5	4	5	3	1	4	7	4	2	6	5	14	1	0	6	1	0	1	6	2	2	0	7	0	4	6	6	3	1	3	0	0	3	2	2	5	2	1	1	5	5	1	1	1	5	2	2	3	3
ASV3542	3	0	2	7	1	4	3	2	1	4	0	3	1	3	4	3	0	8	10	6	2	0	5	10	6	6	8	0	3	2	3	6	4	0	1	6	4	8	3	1	3	2	1	2	1	3	7	8	4	3	0	6	4	4	4	4	2	6	1	11	3	4	2	0	5	1	3	0
ASV3543	4	0	2	0	3	0	2	5	2	6	4	5	9	2	1	6	1	6	8	5	0	2	0	4	1	0	1	0	4	0	2	2	1	2	1	1	2	3	5	0	9	3	14	2	0	3	9	2	11	2	0	3	3	7	1	1	8	7	1	4	4	9	1	5	7	1	4	2
ASV3544	2	4	3	1	1	0	1	7	7	4	2	0	0	4	9	4	0	4	6	2	0	5	0	4	2	3	2	0	3	3	5	0	2	2	3	1	0	9	3	3	6	2	1	7	2	6	0	3	3	1	0	2	3	3	2	0	2	1	7	0	1	2	1	2	2	2	1	0
ASV3545	2	1	1	3	1	0	6	0	2	8	1	1	0	1	5	5	0	14	10	4	0	1	1	1	4	1	0	2	0	1	1	2	2	0	0	3	2	5	1	3	10	7	1	1	4	1	3	2	0	0	0	3	3	0	1	3	0	2	2	2	2	3	3	0	2	6	0	2
ASV3546	2	1	4	1	3	5	5	4	3	4	3	1	2	1	4	4	2	5	1	3	5	4	5	1	9	5	8	3	1	3	5	2	4	3	5	6	4	1	3	3	10	2	0	4	5	2	0	2	0	3	0	1	4	1	11	3	1	3	4	2	4	2	2	2	1	3	3	3
ASV3547	1	0	7	1	3	2	6	5	3	4	2	2	0	2	5	2	0	5	8	3	2	7	2	8	2	4	3	2	0	3	4	4	6	6	3	0	1	8	3	2	13	2	1	2	2	1	1	5	2	0	0	5	6	2	1	1	1	1	1	1	2	4	0	0	2	6	1	1
ASV3548	1	6	4	5	5	4	2	9	5	4	2	6	3	10	5	2	1	7	3	4	4	11	0	1	7	0	1	0	5	4	4	3	0	0	1	4	0	2	1	5	0	1	0	5	3	6	6	0	4	3	0	3	3	1	1	1	3	1	0	1	1	6	1	6	0	3	3	0
ASV3549	1	0	1	1	1	2	1	2	1	3	2	0	0	0	4	1	1	8	6	4	4	0	6	0	1	5	2	1	0	0	4	11	12	0	0	8	5	3	2	5	0	5	6	1	1	0	0	10	0	22	0	4	11	0	3	4	0	4	2	1	1	7	3	1	0	1	0	1
ASV355	42	29	0	71	5	5	67	25	0	34	27	12	0	21	31	53	38	23	36	82	79	13	48	41	37	66	44	76	0	21	25	149	6	25	5	15	6	30	11	48	32	70	19	11	29	32	40	8	3	5	0	27	90	5	12	24	2	38	17	75	8	65	13	15	56	33	2	28
ASV3550	0	1	4	0	3	14	22	0	3	2	3	5	2	4	10	1	1	1	1	0	3	2	0	1	6	6	0	17	0	4	7	0	0	4	1	0	1	0	4	3	0	8	0	2	2	4	0	4	1	0	0	0	1	3	11	15	8	0	2	0	4	0	0	5	0	4	16	0
ASV3551	1	1	1	0	1	6	4	3	1	6	1	1	3	2	1	2	1	7	3	0	1	3	3	3	3	5	2	1	2	3	5	7	3	3	0	5	5	1	4	3	9	1	4	2	5	1	2	6	1	0	0	0	4	1	1	4	0	3	3	1	5	2	0	2	2	3	0	4
ASV3552	0	1	0	3	0	2	3	5	1	9	2	0	0	1	4	0	9	6	0	5	3	4	8	1	6	10	3	0	0	0	0	9	9	2	0	5	8	2	0	0	2	9	12	0	2	0	1	7	1	17	0	4	0	0	1	3	1	0	2	0	2	3	0	2	1	6	0	1
ASV3553	4	3	14	0	5	1	1	2	7	0	1	7	0	6	1	0	0	3	5	4	3	2	1	1	2	0	3	4	1	2	4	0	2	4	1	3	2	3	12	3	1	2	0	6	2	5	1	5	0	7	0	6	1	5	5	1	5	2	0	2	1	1	1	3	1	5	2	3
ASV3554	2	2	0	2	2	3	3	6	0	9	1	2	0	1	3	2	2	3	3	5	6	0	7	1	1	1	6	5	0	1	10	5	1	2	0	10	0	0	1	3	0	10	0	1	4	4	6	2	0	0	0	1	11	1	0	6	0	3	1	0	1	2	1	2	0	6	1	0
ASV3555	4	0	4	4	1	1	1	0	3	3	2	2	1	1	4	0	1	4	3	1	2	5	1	4	9	0	0	3	2	0	0	5	5	0	1	2	0	1	7	0	3	0	0	7	2	2	1	2	3	4	0	7	2	7	6	2	2	7	0	8	1	2	1	0	3	2	1	3
ASV3556	35	24	50	44	67	88	130	62	55	73	66	67	54	54	116	92	2	137	80	50	49	42	49	48	42	70	88	50	41	52	52	87	42	34	1	85	41	44	114	80	43	98	103	71	36	113	53	140	91	60	0	83	79	115	64	54	106	72	34	61	45	79	34	80	75	44	53	40
ASV3557	0	0	0	2	1	1	0	2	0	1	0	0	1	1	1	5	2	8	2	1	7	1	5	3	0	6	2	1	2	0	3	9	0	2	0	7	4	1	0	9	6	0	2	0	2	2	8	15	0	10	0	2	7	0	2	2	1	4	2	7	2	5	0	0	1	0	1	0
ASV3558	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV356	29	12	61	25	37	29	29	98	43	33	29	34	18	21	40	61	14	28	49	22	11	50	13	44	45	16	25	33	36	32	57	18	35	35	0	29	49	42	22	23	44	22	32	57	21	30	23	69	56	23	1	33	28	47	22	15	26	25	45	28	22	28	16	17	36	13	29	50
ASV3560	4	0	4	6	3	3	0	8	1	1	3	4	6	3	1	1	1	3	8	1	0	2	2	6	4	2	3	1	7	6	2	0	2	4	2	1	1	3	2	1	3	0	1	4	3	5	3	4	10	7	1	4	3	8	4	0	3	1	5	0	5	4	7	4	3	1	5	3
ASV3561	0	0	2	3	1	2	4	11	1	5	5	2	2	0	2	2	0	3	1	6	0	1	3	1	7	2	6	0	5	2	2	2	0	3	2	3	4	0	1	1	5	0	9	1	2	1	4	6	0	2	0	1	4	1	0	1	3	0	0	1	0	8	1	1	2	4	0	5
ASV3562	4	1	0	6	1	4	3	1	0	2	4	0	1	2	5	0	4	2	5	1	4	9	2	3	3	1	3	8	0	2	2	7	8	2	0	2	1	5	1	4	5	1	7	3	0	1	0	14	0	5	0	1	1	1	0	1	0	0	4	2	3	3	5	1	1	6	1	1
ASV3563	0	1	3	5	2	3	3	3	0	3	5	2	0	2	4	8	1	6	7	3	0	5	4	0	3	3	5	0	3	3	4	5	1	3	4	1	0	4	0	3	5	1	1	3	3	1	0	2	0	1	0	1	1	3	0	3	0	1	1	1	1	3	1	2	0	1	1	3
ASV3564	1	7	6	2	2	3	2	2	1	2	4	6	5	7	3	1	5	1	1	3	3	0	0	3	0	4	5	3	6	3	5	2	0	3	2	1	0	3	0	5	0	3	0	4	2	3	4	0	3	0	0	1	3	1	2	1	8	9	1	2	0	1	2	4	0	3	4	2
ASV3565	1	1	3	2	5	1	2	4	3	1	5	7	2	1	3	7	1	6	6	2	6	3	3	1	7	1	2	5	2	6	2	3	5	0	0	4	3	2	4	0	1	6	5	0	1	1	2	3	10	9	0	5	3	2	2	8	1	4	1	3	1	1	1	0	2	2	3	2
ASV3566	0	11	4	1	0	0	3	3	0	1	3	0	3	2	1	0	0	11	27	1	0	0	4	0	0	6	0	0	1	6	2	0	1	0	14	0	0	3	1	0	0	2	1	4	0	5	5	0	1	1	0	12	0	2	1	3	2	37	0	0	0	1	5	3	0	1	2	0
ASV3567	1	0	0	6	1	0	1	2	0	9	0	1	0	0	0	6	0	9	0	10	0	0	2	8	0	8	4	0	0	0	2	2	0	0	0	1	0	4	1	4	14	0	9	0	2	0	31	10	2	2	0	2	1	0	1	1	0	18	1	6	2	6	2	1	9	4	1	4
ASV3568	0	4	2	2	2	2	1	0	3	0	4	7	0	2	1	5	0	3	2	3	2	0	0	3	0	6	4	4	1	0	4	3	1	4	2	3	3	0	4	2	6	2	0	1	1	13	9	1	3	4	0	3	1	5	6	0	14	3	2	5	1	1	3	2	3	0	8	0
ASV3569	1	10	5	2	3	5	5	6	6	4	5	4	3	6	2	8	4	4	13	2	2	3	3	0	4	4	0	3	2	4	4	4	0	2	3	1	0	1	6	4	3	3	0	6	3	2	3	2	4	0	0	4	2	0	1	2	4	2	8	4	2	1	1	4	5	7	1	4
ASV357	13	0	1	72	0	1	14	15	6	44	0	2	1	5	1	25	3	27	24	104	14	7	40	33	2	20	16	3	3	9	19	35	26	1	2	95	3	25	0	78	197	42	158	1	12	1	144	55	2	24	0	7	74	1	1	3	3	61	26	55	8	132	2	4	124	28	4	57
ASV3570	5	0	6	3	5	2	6	8	7	1	3	0	7	9	2	1	2	2	4	5	1	3	4	6	2	5	10	2	1	3	12	1	2	4	0	7	6	3	7	0	2	2	1	10	4	0	1	2	7	4	0	2	3	1	4	3	2	2	9	4	3	1	4	0	4	5	2	5
ASV3571	0	0	1	4	0	1	0	0	0	1	3	0	0	2	2	0	0	5	5	5	4	2	0	11	1	21	5	3	0	0	4	2	2	1	0	5	9	3	1	7	16	0	4	1	1	1	9	17	1	7	0	3	3	2	2	0	3	10	0	2	7	9	2	0	4	1	1	1
ASV3572	5	4	1	13	4	7	4	3	2	1	2	2	5	5	5	0	2	4	4	5	12	3	1	1	1	7	12	3	7	5	2	0	1	3	2	1	5	5	9	1	5	8	12	0	3	2	3	6	2	6	0	3	2	3	6	1	1	3	5	3	1	4	2	4	1	0	1	3
ASV3573	2	1	11	1	3	4	4	4	1	0	0	3	4	2	3	1	2	5	1	3	2	3	3	2	2	4	1	0	6	3	3	4	3	3	3	2	1	3	0	2	1	1	4	1	3	4	3	9	4	5	0	5	1	5	2	3	4	2	0	5	3	1	1	0	3	2	2	3
ASV3574	1	1	0	7	2	13	9	1	2	2	1	0	24	1	10	0	4	0	0	1	7	9	2	2	7	4	0	8	0	4	0	3	0	7	1	0	1	1	9	0	0	18	1	3	4	2	0	1	2	0	0	4	4	3	0	15	1	0	2	0	1	0	5	4	1	3	5	1
ASV3575	0	1	2	1	3	1	2	0	4	1	5	13	0	36	1	3	1	1	3	0	1	0	2	1	0	10	5	1	1	0	1	2	3	4	0	1	20	0	4	1	0	3	0	3	2	2	0	17	0	0	0	2	4	2	2	0	1	4	2	3	0	6	3	1	1	5	9	0
ASV3576	3	10	0	0	1	1	3	0	1	0	3	1	4	3	3	2	0	3	1	5	2	0	1	1	1	2	2	1	6	1	4	0	2	3	1	3	1	5	3	6	4	3	3	1	2	5	2	1	12	10	0	9	0	5	5	0	3	4	4	1	4	9	3	16	1	0	1	1
ASV3577	2	1	1	7	3	5	4	1	4	0	2	1	12	8	2	9	0	3	3	6	0	4	3	2	1	6	1	3	9	8	1	3	1	8	1	1	3	1	4	10	3	4	0	2	0	1	5	4	16	1	0	4	0	2	10	4	8	4	0	4	0	2	2	0	2	2	1	2
ASV3578	5	3	0	0	4	2	8	2	5	2	3	7	5	3	0	2	1	1	4	0	4	1	1	1	1	0	1	6	6	3	0	0	4	7	1	0	2	1	3	0	1	2	0	2	0	2	0	0	9	3	0	2	1	0	6	1	3	5	0	1	2	1	3	3	6	0	3	6
ASV3579	0	0	3	0	1	1	1	1	4	7	3	5	1	5	1	2	0	3	2	3	1	0	0	4	0	3	6	3	4	0	1	2	2	5	2	0	6	0	4	2	7	2	10	3	1	4	3	30	2	4	0	2	0	6	1	0	2	6	3	2	4	4	3	3	3	0	5	1
ASV358	14	10	36	25	22	19	56	11	23	67	35	31	14	13	43	18	16	52	74	22	34	47	11	10	24	18	27	18	11	32	57	20	31	16	14	38	42	18	16	27	66	23	38	27	49	26	39	98	40	28	0	28	26	27	35	23	22	74	29	45	17	21	19	3	25	18	17	25
ASV3580	10	1	1	4	1	2	3	1	3	1	2	0	0	6	0	4	7	2	4	3	5	0	3	4	0	1	2	6	8	4	3	0	0	4	4	0	1	3	4	8	2	0	0	4	0	2	0	1	6	2	0	1	1	0	9	8	6	3	2	1	1	0	8	2	2	6	5	1
ASV3581	0	2	2	4	3	7	4	0	2	1	2	5	1	2	6	3	0	1	5	1	7	7	1	1	1	7	2	0	3	4	5	5	4	1	3	3	2	5	5	6	0	5	6	4	2	5	0	4	0	3	0	0	1	3	0	8	1	0	2	1	0	1	2	3	2	4	7	0
ASV3582	1	0	7	0	4	1	1	10	1	8	0	1	0	2	0	5	0	5	2	5	0	3	8	1	11	4	17	1	7	0	6	1	0	2	2	3	2	5	2	1	3	1	2	9	7	0	3	1	0	0	0	0	3	1	0	0	0	1	3	0	6	4	1	0	2	2	0	2
ASV3583	6	2	1	1	6	8	4	0	4	0	1	3	12	5	1	1	1	0	1	0	4	2	1	2	0	0	0	4	3	10	0	1	2	0	2	4	1	0	10	0	0	4	0	2	1	5	0	1	20	12	0	4	4	2	3	6	1	1	0	0	0	0	0	3	6	7	1	6
ASV3584	3	4	16	11	9	7	6	17	4	13	5	10	0	4	11	5	0	21	5	7	5	25	9	6	17	3	21	0	8	5	3	11	3	11	3	19	6	4	2	7	7	2	38	6	5	2	7	24	0	8	0	3	7	5	2	14	1	2	13	3	5	21	4	0	0	5	2	7
ASV3585	0	2	4	1	4	5	0	0	1	0	6	7	3	2	2	0	0	0	2	0	0	0	0	2	0	2	1	6	6	1	1	0	2	13	2	1	14	0	5	4	0	1	3	3	0	12	8	4	8	3	0	3	7	5	9	0	11	1	1	0	0	0	8	15	0	4	10	0
ASV3586	0	0	0	0	2	4	2	3	3	0	2	4	3	4	5	4	0	4	6	7	2	1	4	3	2	4	1	4	1	4	5	0	5	3	0	4	3	2	5	4	0	8	1	2	3	3	1	8	5	1	0	2	1	3	7	5	5	2	0	3	1	6	1	7	4	0	7	4
ASV3587	1	6	4	8	0	5	2	7	8	0	4	0	2	1	2	2	2	5	1	2	14	8	2	8	2	6	6	2	2	7	1	2	1	2	4	0	1	2	5	0	0	0	0	3	0	0	0	5	4	1	0	1	5	4	1	6	0	3	2	1	3	1	4	0	2	2	2	1
ASV3588	4	2	6	2	5	2	5	2	7	2	2	6	1	2	7	1	1	7	7	1	7	5	0	1	2	1	1	3	1	2	3	2	3	3	0	5	0	2	3	2	0	3	2	4	0	4	0	1	3	0	0	3	4	3	5	2	1	3	3	3	6	2	8	1	5	3	1	3
ASV3589	4	4	0	2	2	0	0	6	2	6	1	4	2	2	2	2	2	3	0	8	2	5	4	6	1	6	3	0	1	2	5	4	2	1	3	0	1	0	2	0	5	3	1	1	5	1	3	3	2	2	0	7	9	2	5	2	2	11	7	9	0	2	1	1	4	6	5	0
ASV359	10	20	12	6	34	87	12	2	28	0	68	108	93	38	29	9	2	5	12	1	6	1	4	9	2	11	10	17	88	13	12	5	2	34	60	6	32	3	77	6	2	4	2	28	4	110	10	14	223	17	1	41	3	46	39	19	115	2	5	8	2	1	40	142	6	3	57	0
ASV3590	2	2	1	1	4	3	3	2	1	1	5	1	0	1	5	2	1	4	5	5	7	0	3	1	1	1	3	3	3	0	2	0	10	0	1	5	10	0	3	2	2	1	4	4	0	5	4	12	1	12	0	0	5	1	1	2	2	2	0	1	0	5	5	0	4	9	5	0
ASV3591	2	5	5	3	1	2	2	5	3	4	4	5	0	2	4	2	1	2	1	4	2	0	1	1	4	2	4	2	3	1	2	1	2	3	0	3	6	3	7	0	1	4	1	1	3	0	2	2	0	0	0	3	9	4	2	2	0	0	3	8	1	9	0	2	3	3	2	1
